weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,rain.1h,message,snow.1h
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817335.0,-36000.0,5847411.0,Kahului,200,-156.47,20.8947,71.89,72.77,69.06,74.84,1014.0,85.0,0.0,0.0,,90.0,1.0,7879.0,US,1641834284.0,1641873712.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817336.0,28800.0,2063042.0,Port Hedland,200,118.5667,-20.3167,84.25,94.3,84.25,84.25,1009.0,79.0,9.22,320.0,,5.0,1.0,9585.0,AU,1641764073.0,1641811869.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817337.0,28800.0,1528998.0,Yumen,200,97.2,40.2833,23.18,17.53,23.18,23.18,1029.0,48.0,4.29,99.0,4.18,0.0,,,CN,1641776008.0,1641810192.0,1029.0,858.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817341.0,-25200.0,5296802.0,Green Valley,200,-110.9937,31.8543,51.84,49.21,42.89,57.31,1025.0,53.0,8.61,95.0,12.95,0.0,2.0,2041518.0,US,1641824694.0,1641861467.0,1025.0,923.0,,,
"[{'id': 301, 'main': 'Drizzle', 'description': 'drizzle', 'icon': '09n'}]",stations,10000.0,1641817342.0,-39600.0,4036284.0,Alofi,200,-169.9187,-19.0595,76.89,78.69,76.89,76.89,1010.0,94.0,10.36,110.0,,75.0,1.0,7306.0,NU,1641833481.0,1641880971.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817344.0,46800.0,2181625.0,Te Anau,200,167.7167,-45.4167,57.06,56.97,57.06,57.06,1018.0,96.0,1.23,346.0,3.83,85.0,,,NZ,1641834887.0,1641890304.0,1018.0,993.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817345.0,-21600.0,4013679.0,Coahuayana Viejo,200,-103.6833,18.7333,69.62,69.33,69.62,69.62,1015.0,65.0,3.74,63.0,3.69,83.0,,,MX,1641821379.0,1641861272.0,1015.0,1013.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1641817346.0,-10800.0,3443061.0,Chui,200,-53.4616,-33.6971,75.49,75.27,75.49,75.49,1016.0,54.0,7.99,33.0,9.82,24.0,,,UY,1641803660.0,1641854878.0,1016.0,1014.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817347.0,18000.0,487498.0,Sterlibashevo,200,55.2578,53.4376,10.8,-1.8,10.8,10.8,1031.0,77.0,11.79,172.0,32.12,100.0,,,RU,1641789059.0,1641817279.0,1031.0,998.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817348.0,32400.0,2017155.0,Saskylakh,200,114.0833,71.9167,-14.35,-24.12,-14.35,-14.35,1011.0,98.0,3.4,215.0,3.13,72.0,,,RU,0.0,0.0,1011.0,1010.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817351.0,7200.0,246008.0,Petra,200,35.4793,30.3222,52.52,49.12,52.52,52.52,1013.0,35.0,8.99,249.0,14.92,0.0,,,JO,1641789338.0,1641826496.0,1013.0,886.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,6117.0,1641817352.0,43200.0,2123814.0,Leningradskiy,200,178.4167,69.3833,-7.96,-19.8,-7.96,-7.96,1025.0,94.0,4.97,293.0,10.47,100.0,,,RU,0.0,0.0,1025.0,1024.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1641817353.0,10800.0,57000.0,Hobyo,200,48.5268,5.3505,82.4,84.24,82.4,82.4,1010.0,56.0,20.69,57.0,22.01,22.0,,,SO,1641783489.0,1641826081.0,1010.0,1009.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817354.0,25200.0,1512064.0,Ak-Dovurak,200,90.6,51.1833,-6.88,-6.88,-6.88,-6.88,1048.0,95.0,1.83,322.0,3.22,18.0,,,RU,1641779926.0,1641809442.0,1048.0,936.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817355.0,32400.0,2026160.0,Borogontsy,200,131.1683,62.6683,-40.68,-40.68,-40.68,-40.68,1037.0,99.0,2.82,97.0,2.59,82.0,,,RU,1641774973.0,1641794918.0,1037.0,1018.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1641817357.0,39600.0,2127154.0,Aniva,200,142.5294,46.7144,-0.29,-11.6,-0.29,-0.29,1017.0,86.0,5.53,298.0,6.89,48.0,1.0,8889.0,RU,1641766376.0,1641798060.0,1017.0,1016.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817358.0,36000.0,2171722.0,Charters Towers,200,146.2667,-20.1,78.28,79.32,78.28,78.28,1012.0,75.0,19.53,65.0,29.15,16.0,,,AU,1641757446.0,1641805195.0,1012.0,976.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817359.0,3600.0,3149492.0,Korgen,200,13.8153,66.0771,3.06,-8.66,-11.67,24.51,1023.0,84.0,6.35,114.0,5.97,26.0,2.0,19240.0,NO,1641806050.0,1641820186.0,1023.0,1019.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817360.0,28800.0,1636544.0,Manado,200,124.8455,1.487,77.77,79.66,77.77,77.77,1011.0,94.0,2.3,0.0,,20.0,1.0,9356.0,ID,1641764793.0,1641808134.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817278.0,10800.0,304919.0,Malatya Province,200,38.0,38.5,42.85,40.12,42.85,42.85,1013.0,81.0,4.61,360.0,,75.0,1.0,6961.0,TR,1641789917.0,1641824707.0,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1641817363.0,39600.0,2171099.0,Codrington,200,141.9667,-38.2667,63.37,63.03,63.37,63.37,1020.0,77.0,13.98,117.0,28.25,100.0,,,AU,1641755998.0,1641808708.0,1020.0,1018.0,0.44,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817364.0,19800.0,1254709.0,Tezu,200,96.1667,27.9167,64.71,63.37,64.71,64.71,1015.0,53.0,4.25,42.0,4.94,8.0,,,IN,1641774467.0,1641812230.0,1015.0,990.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817153.0,32400.0,2112576.0,Ishinomaki,200,141.3,38.4167,30.2,26.71,30.2,30.2,1021.0,71.0,3.42,340.0,2.93,61.0,1.0,8043.0,JP,1641765115.0,1641799912.0,1021.0,1021.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817366.0,-10800.0,3455777.0,Ortigueira,200,-50.9494,-24.2083,68.22,68.07,68.22,68.22,1013.0,71.0,4.25,127.0,9.01,47.0,,,BR,1641804322.0,1641853010.0,1013.0,927.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817368.0,28800.0,1806696.0,Humen,200,113.6731,22.819,66.15,65.43,65.91,66.9,1019.0,63.0,7.31,4.0,7.72,98.0,1.0,9630.0,CN,1641769659.0,1641808631.0,1019.0,1018.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817369.0,10800.0,342711.0,Barentu,200,37.5928,15.1139,89.85,86.68,89.85,89.85,1005.0,24.0,9.1,347.0,6.44,41.0,,,ER,1641787088.0,1641827732.0,1005.0,898.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817370.0,7200.0,964420.0,Port Elizabeth,200,25.5701,-33.918,82.69,84.25,82.69,82.69,1005.0,54.0,9.22,140.0,,0.0,1.0,1973.0,ZA,1641784648.0,1641835944.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817371.0,0.0,2644204.0,Livingston,200,-3.5226,55.9029,45.16,39.51,37.02,47.26,1010.0,82.0,11.5,220.0,,75.0,1.0,1442.0,GB,1641803983.0,1641830577.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817373.0,7200.0,259289.0,Corinth,200,22.9573,37.9407,54.52,53.76,53.42,58.62,994.0,87.0,3.18,112.0,4.52,73.0,2.0,2039794.0,GR,1641793437.0,1641828409.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817375.0,28800.0,1803841.0,Lianzhou,200,112.3825,24.7811,49.68,47.26,49.68,49.68,1023.0,89.0,6.04,3.0,14.47,100.0,,,CN,1641770196.0,1641808715.0,1023.0,1010.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817376.0,-10800.0,3450083.0,Santa Maria,200,-53.8069,-29.6842,72.7,73.09,72.7,72.7,1014.0,73.0,5.75,120.0,,0.0,1.0,8430.0,BR,1641804311.0,1641854392.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817377.0,-21600.0,4301317.0,Morehead,200,-87.1764,37.2711,19.56,19.56,19.11,20.98,1044.0,87.0,0.0,0.0,,0.0,2.0,2033413.0,US,1641819761.0,1641854964.0,,,,,
"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,8047.0,1641817378.0,-32400.0,5554428.0,Ketchikan,200,-131.6461,55.3422,39.67,31.08,39.67,44.58,1005.0,100.0,16.11,140.0,26.46,90.0,1.0,7741.0,US,1641834517.0,1641861560.0,,,4.83,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1641817380.0,10800.0,1062663.0,Mahajanga,200,46.3167,-15.7167,78.82,78.82,78.82,78.82,1008.0,89.0,6.91,320.0,,40.0,1.0,2143.0,MG,1641781925.0,1641828706.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817382.0,32400.0,1651810.0,Airai,200,125.4092,-8.9266,62.94,63.3,62.94,62.94,1012.0,93.0,1.25,359.0,2.24,97.0,,,TL,1641763636.0,1641809020.0,1012.0,858.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817383.0,32400.0,1623197.0,Tual,200,132.75,-5.6667,83.23,90.32,83.23,83.23,1010.0,75.0,10.2,275.0,11.21,100.0,,,ID,1641762198.0,1641806934.0,1010.0,1010.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817384.0,-3600.0,3372472.0,Vila Franca do Campo,200,-25.4333,37.7167,64.2,64.04,63.01,64.2,1017.0,79.0,14.65,184.0,19.39,94.0,2.0,37781.0,PT,1641805014.0,1641840066.0,1017.0,1014.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1641817386.0,-28800.0,6111862.0,Port Hardy,200,-127.4199,50.6996,44.78,37.11,44.78,46.4,1014.0,76.0,18.41,120.0,32.21,90.0,1.0,1011.0,CA,1641832101.0,1641861947.0,,,0.8,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817387.0,-36000.0,5850554.0,Makakilo City,200,-158.0858,21.3469,65.3,65.52,62.35,69.01,1015.0,85.0,4.61,30.0,,0.0,1.0,7868.0,US,1641834722.0,1641874050.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817388.0,-21600.0,4615145.0,Cookeville,200,-85.5016,36.1628,22.64,22.64,19.53,25.65,1031.0,79.0,0.0,0.0,,1.0,2.0,2020812.0,US,1641819190.0,1641854732.0,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1641817389.0,14400.0,934322.0,Mahébourg,200,57.7,-20.4081,80.89,86.74,77.25,80.89,1012.0,83.0,9.22,60.0,,75.0,1.0,2061.0,MU,1641778677.0,1641826488.0,,,0.57,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817390.0,3600.0,2469252.0,Menzel Salem,200,8.4765,35.8567,50.0,44.28,50.0,50.0,1008.0,90.0,16.67,333.0,27.67,100.0,1.0,1075.0,TN,1641796591.0,1641832208.0,1008.0,932.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817392.0,0.0,2961459.0,Skibbereen,200,-9.2667,51.55,53.4,52.66,53.4,53.4,1014.0,90.0,15.75,232.0,30.33,100.0,1.0,1563.0,IE,1641803986.0,1641833333.0,1014.0,1013.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817393.0,-32400.0,5861897.0,Fairbanks,200,-147.7164,64.8378,-0.44,-13.04,-6.52,-0.44,1002.0,60.0,6.91,70.0,,75.0,1.0,7683.0,US,1641843495.0,1641860298.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817394.0,-10800.0,3388847.0,São Félix do Xingu,200,-51.995,-6.6447,74.97,76.48,74.97,74.97,1014.0,92.0,0.72,92.0,1.79,90.0,,,BR,1641806455.0,1641851379.0,1014.0,991.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817395.0,7200.0,2212775.0,Sabha,200,14.4283,27.0377,61.12,57.54,61.12,61.12,1014.0,13.0,19.1,273.0,22.93,0.0,,,LY,1641793976.0,1641831965.0,1014.0,965.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817396.0,-21600.0,4134716.0,Van Buren,200,-94.3483,35.4368,26.58,26.58,22.28,28.22,1039.0,74.0,0.0,0.0,,0.0,2.0,2035905.0,US,1641821205.0,1641856964.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817398.0,39600.0,2139521.0,Noumea,200,166.4572,-22.2763,81.0,90.52,71.58,81.0,1011.0,99.0,12.39,108.0,18.3,60.0,2.0,2018998.0,NC,1641752348.0,1641800600.0,,,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,10000.0,1641817399.0,10800.0,556268.0,Ostrovnoy,200,39.5131,68.0531,17.24,5.85,17.24,17.24,1019.0,92.0,9.4,273.0,16.6,100.0,,,RU,1641803038.0,1641810859.0,1019.0,1016.0,,,0.15
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817400.0,3600.0,244878.0,Biltine,200,20.9167,14.5333,89.53,85.53,89.53,89.53,1007.0,14.0,9.17,8.0,7.87,30.0,,,TD,1641791031.0,1641831795.0,1007.0,952.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817401.0,28800.0,2074865.0,Carnarvon,200,113.6333,-24.8667,78.87,78.87,78.87,78.87,1009.0,69.0,18.41,190.0,,0.0,1.0,9505.0,AU,1641764722.0,1641813588.0,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817403.0,-21600.0,3520994.0,Puerto Escondido,200,-97.0667,15.85,70.63,71.29,70.63,70.63,1015.0,83.0,8.05,60.0,,20.0,1.0,7157.0,MX,1641819487.0,1641859987.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817404.0,19800.0,1244926.0,Hambantota,200,81.1185,6.1241,79.34,79.34,79.34,79.34,1009.0,81.0,10.0,40.0,14.12,98.0,,,LK,1641775741.0,1641818181.0,1009.0,1008.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1641817405.0,-18000.0,3668605.0,Santa Marta,200,-74.199,11.2408,77.9,78.4,73.45,77.9,1008.0,64.0,10.0,266.0,25.01,20.0,2.0,2044261.0,CO,1641813529.0,1641854965.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817406.0,7200.0,1024312.0,Mocuba,200,36.9856,-16.8392,90.05,93.81,90.05,90.05,1007.0,48.0,5.01,175.0,8.63,74.0,,,MZ,1641784045.0,1641831066.0,1007.0,990.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817409.0,-18000.0,4946620.0,Palmer,200,-72.3287,42.1584,24.39,24.39,21.56,27.43,1018.0,63.0,1.99,335.0,5.99,100.0,2.0,2009119.0,US,1641817020.0,1641850576.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,3843.0,1641817411.0,10800.0,525426.0,Sobolevo,200,31.8996,54.4299,23.47,11.46,23.47,23.47,1017.0,92.0,13.22,14.0,25.34,100.0,,,RU,1641794979.0,1641822574.0,1017.0,993.0,,,0.1
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817412.0,3600.0,2438823.0,Tessaoua,200,7.9874,13.7574,78.4,76.41,78.4,78.4,1013.0,10.0,15.21,65.0,15.97,0.0,,,NE,1641794055.0,1641834979.0,1013.0,968.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817413.0,-14400.0,3385670.0,Urucará,200,-57.76,-2.5364,75.31,76.48,75.31,75.31,1013.0,84.0,1.95,87.0,4.65,100.0,,,BR,1641808240.0,1641852361.0,1013.0,1011.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817415.0,7200.0,3355672.0,Lüderitz,200,15.1594,-26.6481,73.36,73.13,73.36,73.36,1011.0,58.0,11.48,227.0,10.65,36.0,,,NA,1641788146.0,1641837444.0,1011.0,1007.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817416.0,-25200.0,3985710.0,Cabo San Lucas,200,-109.9124,22.8909,68.88,69.42,65.05,72.61,1009.0,84.0,2.89,294.0,3.4,100.0,2.0,2004005.0,MX,1641823332.0,1641862310.0,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1641817417.0,19800.0,1275931.0,Bhīm Tāl,200,79.5667,29.35,44.76,44.76,44.76,44.76,1016.0,83.0,0.49,342.0,1.88,26.0,,,IN,1641778632.0,1641816035.0,1016.0,846.0,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,313.0,1641817418.0,28800.0,2012956.0,Yerbogachën,200,108.0108,61.2767,4.32,-8.28,4.32,4.32,1017.0,95.0,7.81,182.0,23.49,100.0,,,RU,1641779664.0,1641801345.0,1017.0,980.0,,,0.19
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,3894.0,1641817319.0,0.0,2641434.0,Northam,200,-4.2167,51.0333,50.97,50.32,46.29,53.42,1017.0,97.0,8.97,189.0,15.17,100.0,2.0,2005965.0,GB,1641802633.0,1641832261.0,1017.0,1010.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817246.0,7200.0,1018725.0,Bloemfontein,200,26.214,-29.1211,74.68,74.52,74.68,74.68,1015.0,57.0,6.91,300.0,,75.0,1.0,1884.0,ZA,1641785171.0,1641835112.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817422.0,-18000.0,4470244.0,Havelock,200,-76.9013,34.8791,49.6,47.75,45.99,51.93,1021.0,74.0,5.01,350.0,17.0,100.0,2.0,2018017.0,US,1641816936.0,1641852856.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817423.0,39600.0,2138555.0,Poum,200,164.0167,-20.2333,81.18,86.04,81.18,81.18,1010.0,76.0,9.04,117.0,7.92,68.0,,,NC,1641753169.0,1641800950.0,1010.0,1010.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1641817424.0,37800.0,2063056.0,Port Augusta,200,137.7667,-32.5,87.71,84.09,87.71,87.71,1010.0,17.0,5.19,141.0,5.91,48.0,2.0,2012077.0,AU,1641757914.0,1641808809.0,1010.0,1010.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817425.0,32400.0,1856392.0,Muroto-misakicho,200,134.15,33.2833,53.56,51.49,53.56,53.56,1018.0,61.0,4.23,87.0,3.94,19.0,,,JP,1641766058.0,1641802401.0,1018.0,1017.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,3847.0,1641817427.0,10800.0,546105.0,Nikolskoye,200,30.7861,59.7035,17.49,11.48,17.49,17.49,1026.0,98.0,3.89,325.0,10.51,86.0,1.0,8926.0,RU,1641797350.0,1641820737.0,1026.0,1022.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817428.0,-21600.0,4392354.0,Jasper,200,-94.3502,37.2001,18.27,18.27,17.65,23.02,1037.0,79.0,0.0,0.0,,0.0,1.0,4590.0,US,1641821472.0,1641856698.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817429.0,25200.0,1516048.0,Khovd,200,91.6419,48.0056,3.79,-7.91,3.79,3.79,1040.0,82.0,6.46,241.0,5.79,93.0,,,MN,1641778878.0,1641809991.0,1040.0,867.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,9000.0,1641817430.0,0.0,2253354.0,Dakar,200,-17.4441,14.6937,77.13,77.59,77.13,79.68,1013.0,65.0,6.91,60.0,,100.0,1.0,2419.0,SN,1641800256.0,1641840989.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817431.0,-10800.0,3470137.0,Belmonte,200,-38.8828,-15.8631,81.1,85.89,81.1,81.1,1014.0,76.0,7.34,356.0,10.94,100.0,1.0,8422.0,BR,1641802366.0,1641849172.0,1014.0,1014.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817433.0,3600.0,3115824.0,Muros,200,-9.0603,42.7762,56.64,56.34,55.24,59.68,1026.0,92.0,5.95,314.0,7.4,70.0,2.0,72671.0,ES,1641801953.0,1641835267.0,1026.0,1025.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817434.0,-25200.0,5836898.0,Rock Springs,200,-109.2029,41.5875,11.64,5.47,9.05,11.64,1036.0,67.0,3.44,200.0,,0.0,1.0,5674.0,US,1641825765.0,1641859536.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817226.0,10800.0,108410.0,Riyadh,200,46.7219,24.6877,75.34,73.62,75.34,75.34,1015.0,22.0,13.29,151.0,13.4,4.0,1.0,7424.0,SA,1641785944.0,1641824492.0,1015.0,946.0,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,632.0,1641817436.0,36000.0,2019935.0,Mnogovershinnyy,200,139.9242,53.9353,-2.7,-14.71,-2.7,-2.7,1017.0,97.0,5.7,287.0,9.51,100.0,,,RU,1641768905.0,1641796782.0,1017.0,969.0,,,0.26
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817437.0,-36000.0,5849297.0,Kīhei,200,-156.4656,20.785,71.96,72.86,69.06,74.84,1014.0,85.0,0.0,0.0,,100.0,2.0,19170.0,US,1641834271.0,1641873723.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817439.0,7200.0,893549.0,Chipinge,200,32.6236,-20.1883,79.77,79.77,79.77,79.77,1009.0,49.0,2.84,156.0,5.39,93.0,,,ZW,1641784723.0,1641832483.0,1009.0,892.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817440.0,28800.0,1711655.0,Hinatuan,200,126.3342,8.3722,77.31,78.96,77.31,77.31,1011.0,90.0,3.31,33.0,4.18,21.0,,,PH,1641765107.0,1641807105.0,1011.0,1010.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817441.0,36000.0,2013279.0,Vostok,200,135.8833,46.4856,-14.1,-25.04,-14.1,-14.1,1026.0,99.0,3.94,154.0,3.11,98.0,,,RU,1641767921.0,1641799706.0,1026.0,945.0,,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,8432.0,1641817414.0,14400.0,6690297.0,Saint-Leu,200,55.2833,-21.15,75.56,76.68,73.56,77.86,1011.0,82.0,4.5,30.0,6.71,100.0,2.0,2009396.0,RE,1641779173.0,1641827153.0,1011.0,999.0,1.6,,
